time,phase,p,q
1672538640,C,407663.4884760001,-38195.49992200001
1672538700,A,496283.750193,18635.096565000003
1672538700,B,333666.270766,-77252.028662
1672538700,C,411123.674366,-36129.766437
1672538760,A,495974.46601000003,18443.98292
1672538760,B,333465.86643299996,-77374.960511
1672538760,C,410870.17788500007,-36280.704037
1672538820,A,500133.399293,21014.423076
1672538820,B,336160.778022,-75721.603469
1672538820,C,414274.336324,-34248.205016
1672538880,A,497516.658067,19396.938731000002
1672538880,B,334465.155617,-76761.961879
1672538880,C,412132.118408,-35526.948191
1672538940,A,494576.334415,17580.218534
1672538940,B,332559.945758,-77930.613073
1672538940,C,409725.75713800004,-36963.74377000001
1672539000,A,500530.785601,21260.085035000004
1672539000,B,336418.28625,-75563.59062
1672539000,C,414599.19100700004,-34053.733412
1672539060,A,503138.809558,22872.901323
1672539060,B,338108.346176,-74526.36416300002
1672539060,C,416734.083742,-32778.700992
1672539120,A,504438.52083099994,23676.869216
1672539120,B,338950.616733,-74009.35484500001
1672539120,C,417797.805999,-32143.035743999997
1672539180,A,506339.6947030001,24853.176667000003
1672539180,B,340182.695635,-73252.958178
1672539180,C,419354.05449700006,-31213.171666000006
1672539240,A,505312.884383,24217.810189
1672539240,B,339517.253429,-73661.504128
1672539240,C,418513.29629699996,-31715.286252
1672539300,A,505669.614781,24438.537102
1672539300,B,339748.437484,-73519.573496
1672539300,C,418805.419693,-31540.866263
1672539360,A,506766.35457,25117.20487
1672539360,B,340459.203108,-73083.187758
1672539360,C,419703.23011,-31004.424207
1672539420,A,507452.207673,25553.229358
1672539420,B,340900.517897,-72802.736768
1672539420,C,420260.053771,-30659.723030000005
1672539480,A,503912.490823,23351.442372
1672539480,B,338609.7231,-74218.61651
1672539480,C,417366.81198199996,-32400.07277
1672539540,A,501541.009327,21884.732643000003
1672539540,B,337072.925438,-75161.855927
1672539540,C,415425.858636,-33559.744114
1672539600,A,500142.411379,21112.442555000005
1672539600,B,336141.203769,-75657.81527599998
1672539600,C,414244.74452,-34170.2532
1672539660,A,502749.98746,22750.32338
1672539660,B,337823.986952,-74604.245927
1672539660,C,416369.33284800005,-32875.387566
1672539720,A,506547.84355,25051.361533
1672539720,B,340298.549796,-73124.96577800001
1672539720,C,419497.274482,-31056.478199
1672539780,A,509827.56474699994,27069.898975
1672539780,B,342427.295022,-71827.233122
1672539780,C,422186.53251,-29461.00213499999
1672539840,A,509404.379514,26902.682622
1672539840,B,342127.0131350001,-71933.949828
1672539840,C,421802.3944129999,-29592.774144
1672539900,A,506526.293255,25137.41024200001
1672539900,B,340257.294059,-73068.815481
1672539900,C,419439.8396799999,-30987.927622999996
1672539960,A,512455.249498,28805.775426000004
1672539960,B,344100.568283,-70710.368651
1672539960,C,424294.50659999996,-28088.737107999998
1672540020,A,508903.134922,26539.178919
1672540020,B,341816.745626,-72168.09345799999
1672540020,C,421412.771186,-29880.043971000006
1672540080,A,514522.680947,29943.117742
1672540080,B,345479.89404299995,-69980.46625599999
1672540080,C,426043.534347,-27190.292269
1672540140,A,512024.145738,28372.266771
1672540140,B,343866.81025199994,-70990.43483599999
1672540140,C,424006.971469,-28431.553560000004
1672540200,A,512010.159228,28363.602699
1672540200,B,343857.745226,-70996.001278
1672540200,C,423995.767487,-28438.526528
1672540260,A,508782.046581,26364.792287
1672540260,B,341765.549263,-72281.027076
1672540260,C,421352.845172,-30018.078537000005
1672540320,A,512183.579914,28471.034055
1672540320,B,343970.1459809999,-70926.951492
1672540320,C,424138.03956,-28353.802544
1672540380,A,515318.949147,30413.387548
1672540380,B,346002.349113,-69678.39508
1672540380,C,426704.879415,-26818.946730000003
1672540440,A,512049.320285,28387.853996999995
1672540440,B,343883.126647,-70980.412522
1672540440,C,424027.504528,-28419.192668
1672540500,A,516029.31521500007,30853.587613000003
1672540500,B,346462.79109,-69395.45583799998
1672540500,C,427286.545294,-26471.179264
1672540560,A,517501.722115,31766.140055999997
1672540560,B,347417.186634,-68808.930074
1672540560,C,428491.805487,-25750.054963
1672540620,A,517926.78796,32029.618690000003
1672540620,B,347692.713356,-68639.590233
1672540620,C,428839.723745,-25541.838671999998
1672540680,A,521589.87136,34300.938048
1672540680,B,350067.199781,-67179.939008
1672540680,C,431839.289495,-23747.746406
1672540740,A,517275.206123,31625.713573
1672540740,B,347270.359538,-68899.173333
1672540740,C,428305.78880599997,-25860.691378999996
1672540800,A,516229.27872899995,30977.487706999997
1672540800,B,346592.40293300006,-69315.81118500001
1672540800,C,427449.776964,-26373.018985000002
1672540860,A,511905.267797,28298.633251
1672540860,B,343789.761112,-71037.766599
1672540860,C,423909.478029,-28489.646867
1672540920,A,512948.581068,28944.857431000004
1672540920,B,344465.974514,-70622.356332
1672540920,C,424764.09492,-27979.245101000004
1672540980,A,515012.70250699995,30223.624036999998
1672540980,B,345803.849122,-69800.367242
1672540980,C,426454.052401,-26968.830796999995
1672541051,A,479041.449027,26268.361338999995
1672541051,B,310814.559756,-72638.636535
1672541051,C,390841.02464,-30155.750531000005
1672541100,A,482877.84454399993,28635.755814
1672541100,B,313302.767677,-71115.794497
1672541100,C,393981.321578,-28284.295932999998
1672541160,A,486018.038144,30574.672447
1672541160,B,315339.556414,-69868.834614
1672541160,C,396551.911325,-26751.919503999998
1672541220,A,482055.015199,28127.819829999997
1672541220,B,312769.083724,-71442.474541
1672541220,C,393307.009738,-28685.347037
1672541280,A,480864.723394,27393.209641000005
1672541280,B,311997.077129,-71914.98012800001
1672541280,C,392332.927057,-29266.14772
1672541340,A,478796.943061,26117.330780000004
1672541340,B,310655.981472,-72735.679669
1672541340,C,390640.25795999996,-30274.667791999997
1672541400,A,483204.734017,28837.554257000003
1672541400,B,313514.789197,-70986.006978
1672541400,C,394248.970907,-28124.832979999996
1672541460,A,480326.838418,27061.276161999995
1672541460,B,311648.217842,-72128.485065
1672541460,C,391892.473678,-29528.438517
1672541520,A,481352.302144,27694.124169000002
1672541520,B,312313.311726,-71721.43211400001
1672541520,C,392732.256662,-29028.410184
1672541580,A,482319.049427,28290.811338000003
1672541580,B,312940.334277,-71337.648475
1672541580,C,393523.617099,-28556.780294
1672541640,A,484721.138315,29794.609908
1672541640,B,314492.662449,-70370.314427
1672541640,C,395481.945648,-27368.268628
1672541700,A,490719.683135,33532.618119
1672541700,B,318374.814772,-67966.35799800002
1672541700,C,400379.839143,-24414.296481
1672541760,A,493571.205885,35256.002607
1672541760,B,320235.343617,-66858.712824
1672541760,C,402730.33657000004,-23053.136343
1672541820,A,495250.476714,36280.520063
1672541820,B,321328.522053,-66200.209594
1672541820,C,404110.637623,-22243.820948
1672541880,A,504216.998996,41829.524422
1672541880,B,327145.894237,-62633.73891500001
1672541880,C,411452.85655,-17861.492334
1672541940,A,506821.31483,43442.659497
1672541940,B,328835.709992,-61597.207814
1672541940,C,413586.072617,-16588.134896
1672542000,A,505943.4717560001,42898.842
1672542000,B,328266.111667,-61946.628947
1672542000,C,412866.74334299995,-17017.245511
1672542060,A,500981.44858,39826.346189
1672542060,B,325046.60562,-63921.091208
1672542060,C,408803.299225,-19443.311336
1672542120,A,502738.860583,40914.280961000004
1672542120,B,326186.834481,-63221.910626
1672542120,C,410242.616509,-18584.310294
1672542180,A,506510.095225,43249.863772
1672542180,B,328633.770434,-61721.088557
1672542180,C,413331.31755700003,-16740.411081
1672542240,A,506771.074064,43411.52407300001
1672542240,B,328803.110711,-61617.209052
1672542240,C,413544.66275099997,-16612.568975
1672542300,A,504605.012707,42069.831393
1672542300,B,327397.653436,-62479.327836
1672542300,C,411770.4500010001,-17671.680212000003
1672542360,A,509785.373881,45279.320427
1672542360,B,330759.037526,-60417.14856099999
1672542360,C,416013.34618,-15138.088358000003
1672542420,A,508338.278101,44382.529708
1672542420,B,329820.029859,-60993.320213
1672542420,C,414828.013486,-15845.926646
1672542480,A,508782.044254,44657.529627
1672542480,B,330107.983211,-60816.639407
1672542480,C,415191.680791,-15628.964522999999
1672542540,A,507722.85218,44001.196895
1672542540,B,329420.692308,-61238.32826
1672542540,C,414324.017832,-16146.977672999996
1672542600,A,509308.13413399993,44983.563741
1672542600,B,330449.35815,-60607.17241199999
1672542600,C,415622.69274999993,-15371.676071999997
1672542660,A,514539.10893000005,48226.677175
1672542660,B,333843.858463,-58523.781460000006
1672542660,C,419907.020555,-12811.889964
1672542720,A,522731.4197070001,53310.872354
1672542720,B,339160.647485,-55258.57155500001
1672542720,C,426617.989475,-8800.426673000002
1672542780,A,526348.931067,55557.942891000006
1672542780,B,341508.639974,-53815.81046800001
1672542780,C,429582.272061,-7028.29926
1672542840,A,532528.4079950001,59399.104467
1672542840,B,345519.845948,-51349.97150300001
1672542840,C,434644.961357,-3998.890134
